Article Text,Category
"«Օրենքում նշվում է, որ համայնքապետի թեկնածու իրավունք ունեն առաջադրել ֆրակցիաները»,-շեշտեց Մնացական Մնացականյանը՝ հավելելով, որ ՔՊ-ն փաստաթղթերը չէր ներկայացրել, ֆրակցիա չէր կազմել, և չնայած դրան առաջադրեց համայնքապետի թեկնածու, որին ավագանու 11 անդամ կողմ քվեարկեց։",Հարցազրույցներ
"Հիշեցնենք, որ Թալինում համայնքապետ ընտրվեց Տավրոս Ափեյանը։ Ընդ որում` որոշիչ մեկ ձայնը նրան տվեց հենց ընդդիմության համայնքապետի նախկին թեկնածու, «Հայք» կուսակցության անդամ Կարեն Գրիգորյանը։",Հարցազրույցներ
"«Կարեն Գրիգորյանը, դիմելով ՔՊ-ի թեկնածուին, ասաց՝ դու իմացի, ում խաթր եմ քեզ տալիս։ Եթե որևէ մեկի խաթր, ինչ-որ մեկը կարող է 6000 մարդու ձայն ոտնատակ տա, չգիտեմ...»,-ասաց Մնացական Մնացականյանը։",Հարցազրույցներ
 ,Հարցազրույցներ
"ՍԱՏՄ-ն երեկ հայտնել էր, որ «Երեմյան փրոջեքթս»-ին պատկանող «Բուրգըրի» ռեստորանում հավի և տավարի մսի խճողակներում հայտնաբերվել է սալմոնելա, տեսչական մարմինը հայտնել էր 13 հոսպիտալացված քաղաքացիների մասին, ում մոտ ախտորոշվել էր «աղիքային վարակ»։ ArmDaily.am-ը կատարվածի վերաբերյալ զրուցել է «Երեմյան Փրոջեքթս» ընկերության  հասարակայնության հետ կապերի բաժնի ղեկավար Անահիտ Գևորգյանի հետ։",Հարցազրույցներ
"-ՍԱՏՄ-ն այսօր հաղորդագրություն տարածեց, որ հայտնաբերվել է սալմոնելա «Բուրգըրի» ռեստորանից նմուշառված «Հավի մսի խճողակ» և «Տավարի մսի խճողակ» արտադրատեսակներում։ Չնայած լաբորատոր փորձարկումը դեռ ընթացքի մեջ է, բայց ինչ վարկածներ կան հարուցիչի հայտնվելու հետ կապված, և արդյոք ընկերությունը ներքին կարգով հետազոտություն և ուսումնասիրություն չի իրականացնո՞ւմ։",Հարցազրույցներ
"-Հաճախորդների առողջությունը միշտ առաջնային է եղել մեր ընկերության համար։ Եվ, բնականաբար, մենք էլ մեր անվտանգության բաժնի շնորհիվ իրականացրել էինք մի շարք գործողություններ՝ առաջին քայլով վերհանել էինք տուժած հաճախորդների բոլոր վճարման կտրոններն ու պատվերների պատմությունը, հետևել, թե որ ուտեստներն էին կրկնվող պատվերների մեջ, և, քանի որ կապը կար նաև նրանց հետ, արդեն իսկ մոտավոր գիտեինք, թե որ ուտեստներում էր հարուցիչը և ի սկզբանե բացառեցինք շրջանառությունից հավի միսը։ Երկրորդ քայլով, ավելի ապահով լինելու համար մենք մեր ռեստորաններից և սննդի բոլոր կետերից շրջանառությունից շատ արագ դուրս բերեցինք բոլոր այն սննդամթերքները, որոնցից պատկան մարմինների կողմից կատարվել էին նմուշառումներ, ինչի մասին և հայտարարել էինք։ «Երեմյան Փրոջեքթսի» նման օպերատիվությունն ու սկզբունքայնությունը տվեց իր արդյունքները․ մեզ հաջողվեց արագ կանգնեցնել վարակի տարածումը․ այն դեպքում, երբ մենք օրական սպասարկում ենք 8000-ից ավելի հյուրի, տուժած քաղաքացիների թիվը չավելացավ։",Հարցազրույցներ
"Մեր ընկերությունն իր նախաձեռնությամբ նաև երրորդ չեզոք լաբորատորիայի է պատվիրել փորձաքննություններ, որոնց պատասխանն էլ կլինի մոտ օրերս։",Հարցազրույցներ
"ՍԱՏՄ-ն նշեց, որ հարուցիչը հայտնաբերվել է հավի և տավարի մսի խճողակներում, բայց դա երկրորդային պատճառ է։ Երեկ նշվեց, որ հետագծելիությունն ապահովելու նպատակով՝ նմուշառումներ են իրականացվել նաև նշված արտադրատեսակների հումքից, որոնց լաբորատոր փորձարկումը դեռ ընթացքի մեջ է և որոշակի ժամանակ կպահանջի։ Սպասում ենք այս երկու լաբորատորիաների վերջնական արդյունքներին։",Հարցազրույցներ
"-Սալմոնելան հիմնականում փոխանցվում է ոչ որակյալ սննդամթերքի միջոցով։ Ըստ Ձեզ՝ սննդամթերքում սալմոնելան «Բուրգըրի» ռեստորանում է հայտնվե՞լ, թե՞ արդեն հարուցիչով է ձեռք բերվել։",Հարցազրույցներ
"-Հենց այդ հարցն է, որ մեզ ամենից շատն է հետաքրքրում։ Մենք սպասում ենք այդ պատասխաններին, հույս ունենալով, որ դրանք կօգնեն մեզ պարզել ոչ միայն այս կամ այն սննդամթերքում համապատասխան հարուցիչի առկայությունը կամ բացակայությունը, այլև՝ բացահայտել առաջնային խնդրի հայտնվելու պատճառները՝ հնարավոր տարածման ուղիները, ինչպես նաև այլ մթերքներին փոխանցման և փոխկապակցման հավանականությունը։ Իսկ մինչ դա պարզելը ժամանակավոր փակել ենք «Բուրգերի Անգուս ընդ Մոր» ռեստորանը։",Հարցազրույցներ
